aquifer_idx,Study_area,n_cells,tau_true_cm_yr,tau_gw_cm_yr,tau_stipulated_cm_yr,aux_era5_cm_yr,aux_gldas_cm_yr
0,Central Parana Basin and Torres Syncline (Guarani Aquifer System),181,0.0006598519582572593,0.26957931864430795,0.3085,-0.2689194666860507,-0.26891946655197063
1,Northern Guarani Aquifer (Guarani Aquifer System),141,-0.2640817124966044,0.12573557996573806,0.1315,-0.3898172924623424,-0.3898172924432263
2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),122,-0.5208063257238903,-0.2743964300163907,-0.3266,-0.2464098957074996,-0.24640989588206352
3,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),101,0.9236974111736763,1.0338386130618755,1.3532,-0.1101412018881992,-0.11014120152494022
4,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),105,-0.1573845449277794,-0.08401920499865301,-0.1957,-0.07336533992912639,-0.07336533995103131
5,Eastern Eromanga Basin (Great Artesian Basin),106,0.9073726885190792,0.8683427763199928,0.8111,0.03902991219908636,0.03902991201936417
6,Northern Eromanga Basin (Great Artesian Basin),99,2.2622028582400926,2.29032039310962,2.6775,-0.028117534869527283,-0.028117534223026944
7,Northern High Plains (High Plains),111,-0.3454927720100854,-0.25301663481025594,-0.2914,-0.09247613719982944,-0.09247613696575843
8,Williston Basin (Northern Great Plains),116,-0.7090589637366145,-0.6168742123187433,-0.7239,-0.09218475141787119,-0.0921847512425097
9,Central Eromanga Depocenter (Great Artesian Basin),78,1.7861927041899148,1.739367624514845,1.9035,0.04682507967506977,0.04682507946940702
10,Western Parecis Basin (Parecis Basin),71,0.5314024845678562,0.9212841210118518,1.141,-0.38988163644399554,-0.3898816361761303
11,Upper Gangetic Plain (Indo-Gangetic Plain),73,-1.3769839494484253,-1.4004120114112568,-1.6989,0.023428061962831537,0.023428061777462574
12,Stampriet Kalahari Karoo Aquifer System,73,-0.2689188018075246,0.06540666144389237,0.07880000000000001,-0.334325463251417,-0.33432546296466037
13,Northcentral Mega Aquifer System (Mega Aquifer System),65,0.07582450568423432,0.12248620453708858,0.14730000000000001,-0.04666169885285426,-0.04666169881095583
14,Ozark Plateaus Aquifer System,70,-1.5750762926645612,-1.539578697739673,-2.0149,-0.03549759492488813,-0.03549759467416649
15,Western Karoo Basin (Main Karoo Basin),52,-2.530512993346739,-2.340089804859468,-3.0,-0.19042318848727113,-0.19042318886101586
16,Middle Gangetic Plain (Indo-Gangetic Plain),53,-0.19700529346145618,-0.1255518433208656,-0.05,-0.07145345014059057,-0.07145344973417592
17,Northern Mega Aquifer System (Mega Aquifer System),54,-0.11468425383472457,-0.10532318320931189,-0.13920000000000002,-0.009361070625412679,-0.009361070570881366
18,Canning Basin,47,0.3361286620801285,0.4109874854162152,0.5448000000000001,-0.07485882333608673,-0.07485882312894868
19,Central Karoo Basin (Main Karoo Basin),49,-0.2840854452559766,-0.021718715565673397,0.1173,-0.2623667296903032,-0.2623667297411135
20,Southern Carpentaria Basin (Great Artesian Basin),44,0.22045167508902783,0.29106355573156434,0.17470000000000002,-0.07061188064253651,-0.07061188054818741
21,Eastern Parecis Basin (Parecis Basin),38,0.5622477125648697,0.8391078029205317,1.0183,-0.27686009035566195,-0.27686009001491824
22,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),41,-0.43846373593122817,-0.3399123822485304,-0.45930000000000004,-0.0985513536826978,-0.09855135422697468
