aquifer_idx,Study_area,n_cells,tau_true_cm_yr,tau_stipulated_cm_yr
0,Central Parana Basin and Torres Syncline (Guarani Aquifer System),181,0.0006598508861462182,0.3085
1,Northern Guarani Aquifer (Guarani Aquifer System),141,-0.26408169567364337,0.1315
2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),122,-0.5208063213150735,-0.3266
3,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),101,0.9236974357201504,1.3532
4,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),105,-0.15738454385765083,-0.1957
5,Eastern Eromanga Basin (Great Artesian Basin),106,0.9073726638177968,0.8111
6,Northern Eromanga Basin (Great Artesian Basin),99,2.2622028347523755,2.6775
7,Northern High Plains (High Plains),111,-0.3454927765394653,-0.2914
8,Williston Basin (Northern Great Plains),116,-0.7090589748034869,-0.7239
9,Central Eromanga Depocenter (Great Artesian Basin),78,1.7861926624431694,1.9035
10,Western Parecis Basin (Parecis Basin),71,0.5314024602967494,1.141
11,Upper Gangetic Plain (Indo-Gangetic Plain),73,-1.3769839425801909,-1.6989
12,Stampriet Kalahari Karoo Aquifer System,73,-0.26891881327559414,0.0788
13,Northcentral Mega Aquifer System (Mega Aquifer System),65,0.07582450897684187,0.1473
14,Ozark Plateaus Aquifer System,70,-1.5750762726630858,-2.0149
15,Western Karoo Basin (Main Karoo Basin),52,-2.530512961383578,-3.0
16,Middle Gangetic Plain (Indo-Gangetic Plain),53,-0.19700529837695413,-0.05
17,Northern Mega Aquifer System (Mega Aquifer System),54,-0.11468425378827855,-0.1392
18,Canning Basin,47,0.33612867054677553,0.5448
19,Central Karoo Basin (Main Karoo Basin),49,-0.2840854426396495,0.1173
20,Southern Carpentaria Basin (Great Artesian Basin),44,0.22045165252974003,0.1747
21,Eastern Parecis Basin (Parecis Basin),38,0.5622477128330947,1.0183
22,Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),41,-0.4384637409437422,-0.4593
23,Wiso Basin (Daly-Wiso-Georgina Basins),40,0.4433899624687426,0.8586
24,Northern Georgina Basin (Daly-Wiso-Georgina Basins),41,-0.13790632476426143,0.0834
25,Dakota Aquifer System,51,-0.3096882169074372,-0.2072
26,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),39,-0.1238627774855526,-0.0883
27,Trans Gangetic Plain (Indo-Gangetic Plain),40,-0.7272278663958385,-1.0779
28,Southcentral Mega Aquifer System (Mega Aquifer System),32,0.3019202328633498,0.2753
29,Central Mississippi Embayment (Mississippi Embayment),36,1.525449458720361,2.5295
30,Northern Karoo Basin (Main Karoo Basin),32,-0.48918974859283726,-0.0529
31,Mississippian-Silurian-Devonian Carbonates (Northern Midwest Aquifer System),36,-0.37711123440238276,-0.2457
32,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),25,1.0110818429076054,1.4324
33,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),27,-0.16808816395621534,-0.0703
34,Central Huaihe Plain (Huaihe River Basin),29,-0.5898925361801941,-0.6839
35,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,38,0.5981098675999711,1.2784
36,Southern High Plains (High Plains),30,0.10281012378630057,0.3659
37,Southcentral Karoo Basin (Main Karoo Basin),27,-1.2695173252847989,-1.2077
38,Central High Plains (High Plains),28,-1.2792947979086193,-1.7983
39,Lower Liaohe River Plain (Liaohe River Basin),29,0.3886757704074623,-0.056
40,Wadi As-Sirhan Basin,25,0.2017573180114442,-0.0744
41,Eastern Saq Aquifer (Ram-Saq Aquifer System),25,-0.9123042651080319,-1.5162
42,Trinity Aquifer System (Edwards-Trinity Aquifer System),25,-0.10092790629000996,0.1849
43,Wisconsin Precambrian Aquifer,29,-0.34658980831981634,-0.165
44,Lafayette Area (Gulf Coast Regional Aquifer System),26,1.8288726347018531,2.8342
45,Paskapoo-Scollard,36,-0.26150172203297833,0.0593
46,Western Surat Basin (Great Artesian Basin),23,1.5502476033915165,2.1328
47,Coonamble Embayment (Great Artesian Basin),25,0.271718106435886,0.1242
48,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),22,0.2954475036753253,0.3873
49,Wuyuer-Shuangyang System (Songnen Plain),29,0.825986572771938,0.4339
50,Powder River Basin (Northern Great Plains),29,-0.336585801244893,-0.3457
51,Central Eucla Basin (Eucla Basin),23,0.3561354564593754,0.7663
52,Rio Grande Delta (Gulf Coast Regional Aquifer System),21,-0.44598091165798304,-0.2322
53,Michigan Basin,25,-0.3919387812635164,-0.0935
54,Southern Piedmont Upland (Piedmont Plateau),24,0.35274685633720315,0.5147
55,Eastern Huaihe Plain (Huaihe River Basin),26,-0.13402757106441332,0.0628
56,Northern Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),22,0.0634348338011244,0.1559
57,Eastern Mississippi Embayment (Mississippi Embayment),22,0.5616129118505141,0.4862
58,Western Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),28,-0.46581820624127096,-0.6461
59,Southeastern System (Amadeus Basin),22,-1.2281044385081759,-1.6049
60,Edwards Plateau (Edwards-Trinity Aquifer System),22,-0.2834364463900711,0.0989
61,Southcentral Deccan Basalt Plateau (Deccan Plateau),18,-0.26414902928284967,-0.41
62,Eastside Lower Indus Valley (Indus Basin),21,0.011916221421996784,-0.2601
63,Central Piedmont Upland (Piedmont Plateau),22,-0.04639364197452713,0.0664
64,Eastern Carrizo-Wilcox (Carrizo-Wilcox),21,-0.19320320330411955,-0.5767
65,Jiangsu Coastal Plain (Huaihe River Basin),21,-1.4631674296243655,-2.3897
66,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),22,-0.14126660731495205,0.1047
67,Northcentral Deccan Basalt Plateau (Deccan Plateau),19,-0.060795343969294376,-0.1108
68,Eastside Middle Indus Plain (Indus Basin),19,-1.1821725415771116,-2.2576
69,Central Allegheny Plateau (Appalachian Plateaus),21,-0.7719346792469689,-0.962
70,Northeastern Karoo Basin (Main Karoo Basin),20,-1.0239400899209041,-0.9089
71,Southern Riverine Plains (Murray Basin),19,0.26768224436572374,0.2193
72,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),20,0.41328735847130255,0.6104
